Attribute,Description,Valid Values,Requires,Properties,Required,Parent,Requires Component,Source,
bpm,A beaded pool manifest. Describe the SNP or probe content on a BeadChip or in an assay pool.,,,,FALSE,fileFormat,,https://support.illumina.com/datafiles.html,
dat,Format of Affymetrix data file of raw image data.,,,,FALSE,fileFormat,,http://edamontology.org/format_1637,
jpg,Joint Picture Group file format for lossy graphics file.,,,,FALSE,fileFormat,,http://edamontology.org/format_3579,
locs,Illumina iScan bead location file.,,,,FALSE,fileFormat,,https://support.illumina.com/content/dam/illumina-support/documents/documentation/system_documentation/iscan/iscan-system-guide-11313539-01.pdf,
Sentrix descriptor file,A BeadScan specific file needed to perform scan setting checks for different array formats and assay type.,,,,FALSE,fileFormat,,https://support.illumina.com/content/dam/illumina-support/documents/myillumina/dd0aff11-2664-481b-a8ce-26831a907cae/beadscan_3.0_software_addendum.pdf,
Python script,"Python is an interpreted, object-oriented, high-level programming language with dynamic semantics.",,,,FALSE,fileFormat,,https://www.python.org/doc/essays/blurb/,
sav,"The SPSS Statistics File Format is a proprietary binary format, developed and maintained as the native format for the SPSS statistical software application.",,,,FALSE,fileFormat,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000469.shtml,
gzip,GZipped format,,,,FALSE,fileFormat,,http://purl.obolibrary.org/obo/NCIT_C80220,
sdf,SDF is one of a family of chemical-data file formats developed by MDL Information Systems, it is intended especially for structural information.,,,,FALSE,fileFormat,,http://edamontology.org/format_3814
RData,"The RData format (usually with extension .rdata or .rda) is a format designed for use with R, a system for statistical computation and related graphics, for storing a complete R workspace or selected 'objects' from a workspace in a form that can be loaded back by R.",,,,FALSE,fileFormat,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000470.shtml,
hic,Hi-C contact matrix file,,,,FALSE,fileFormat,,https://github.com/theaidenlab/juicer/wiki/Data,
ab1,TAB1 binary format of raw DNA sequence reads (output of Applied Biosystems' sequencing analysis software). Contains an electropherogram and the DNA base sequence.,,,,FALSE,fileFormat,,http://edamontology.org/format_3000,
7z,"A compressed archive file format that supports several different data compression, encryption and pre-processing filters.",,,,FALSE,fileFormat,,http://purl.obolibrary.org/obo/NCIT_C80224,
gff3,Generic Feature Format version 3 (GFF3) of sequence features.,,,,FALSE,fileFormat,,http://edamontology.org/format_1975,
json,"JavaScript Object Notation format; a lightweight, text-based format to represent tree-structured data using key-value pairs.",,,,FALSE,fileFormat,,http://edamontology.org/format_3464,
sqlite,Data format used by the SQLite database.,,,,FALSE,fileFormat,,http://edamontology.org/format_3621,
svg,Scalable Vector Graphics (SVG) is an XML-based vector image format for two-dimensional graphics with support for interactivity and animation.,,,,FALSE,fileFormat,,http://edamontology.org/format_3604,
sra,SRA archive format (SRA) is the archive format used for input to the NCBI Sequence Read Archive.,,,,FALSE,fileFormat,,http://edamontology.org/format_3698,
recal,.recal file from GATK VQSR,,,,FALSE,fileFormat,,https://software.broadinstitute.org/gatk/documentation/tooldocs/3.8-0/org_broadinstitute_gatk_tools_walkers_variantrecalibration_VariantRecalibrator.php#--recal_file,
tranches,.tranches file from GATK VQSR,,,,FALSE,fileFormat,,https://software.broadinstitute.org/gatk/documentation/tooldocs/3.8-0/org_broadinstitute_gatk_tools_walkers_variantrecalibration_VariantRecalibrator.php#--tranches_file,
mtx,Matrix Market Exchange Format,,,,FALSE,fileFormat,,https://math.nist.gov/MatrixMarket/formats.html#MMformat,
tagAlign,Tag Alignment provides genomic mapping of short sequence tags.,,,,FALSE,fileFormat,,https://genome.ucsc.edu/FAQ/FAQformat.html#format15,
dup,output of the Picard MarkDuplicates tool.,,,,FALSE,fileFormat,,https://software.broadinstitute.org/gatk/documentation/tooldocs/4.0.4.0/picard_sam_markduplicates_MarkDuplicates.php,
DICOM,"A comprehensive set of standards for communications between medical imaging devices, including handling, storing and transmitting information in medical imaging. It includes a file format definition and a network communication protocol.",,,,FALSE,fileFormat,,http://purl.obolibrary.org/obo/NCIT_C49059,
czi,"microscopy imaging file format that saves multidimensional images such as time lapse, Z-stacks, multiposition experiments and virtual slides, combined with relevant meta information",,,,FALSE,fileFormat,,https://www.zeiss.com/microscopy/int/products/microscope-software/zen/czi.html,
mex,Text file in matrix market exchange format.,,,,FALSE,fileFormat,,https://math.nist.gov/MatrixMarket/formats.html,
cloupe,"Output file from 10x cellranger that has gene expression, expression-based clustering, and transcriptome reference annotation information.",,,,FALSE,fileFormat,,https://support.10xgenomics.com/single-cell-gene-expression/software/visualization/latest/what-is-loupe-cell-browser,
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software","Synapse Table, bash script, bedgraph, idx, idat, bam, bai, excel, powerpoint, tif, png, doc, pdf, hdf, fasta, fastq, sam, vcf, bcf, maf, bed, chp, cel, sif, tsv, csv, txt, plink, bigwig, wiggle, gct, bgzip, zip, seg, html, mov, hyperlink, svs, md, flagstat, gtf, raw, msf, rmd, bed narrowPeak, bed broadPeak, bed gappedPeak, avi, pzfx, fig, xml, tar, R script, abf, bpm, dat, jpg, locs, Sentrix descriptor file, Python script, sav, gzip, sdf, RData, hic, ab1, 7z, gff3, json, sqlite, svg, sra, recal, tranches, mtx, tagAlign, dup, DICOM, czi, mex, cloupe",,,TRUE,sageCommunity,,,
MSSM,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Yale,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
LIBD,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
UCLA,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
UIC-UChicago,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Duke,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
UNC,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
UCSF,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
USC,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
GIS,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
JHU,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Emory,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Columbia-Broad-Rush,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
UFL-Mayo-ISB,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Myers-NIAGADS,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
IU-JAX,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
IU_PTC,Indiana University pre-clinical testing core -- group from neuro consortia.,,,,FALSE,group,,https://model-ad.org/preclinical-testing-core/,
Pitt_PTC,University of Pittsburgh pre-clinical testing core -- group from neuro consortia.,,,,FALSE,group,,https://model-ad.org/preclinical-testing-core/,
Jax_DMP,The Jackson Laboratory disease modeling project -- group from neuro consortia.,,,,FALSE,group,,https://model-ad.org/disease-modeling-project/,
IU_DMP,Indiana University disease modeling project -- group from neuro consortia.,,,,FALSE,group,,https://model-ad.org/disease-modeling-project/,
UCI_DMP,University of California at Irvine disease modeling project -- group from neuro consortia.,,,,FALSE,group,,https://model-ad.org/uci-disease-model-development-and-phenotyping-dmp/,
Columbia-SUNY,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Mayo,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Lilly,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
GSK,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Harvard-MIT,Group from neuro consortia.,,,,FALSE,group,,Sage Bionetworks,
Hospital for Sick Children,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Dr. von Hauner Children’s Hospital,Group in VEO-IBD consortium.,,,,FALSE,group,,,
Boston Children’s Hospital,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Mount Sinai School of Medicine - Cho,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Mount Sinai School of Medicine - Schadt,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Cedars Sinai Hospital,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Hubrecht Institute,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Howard Hughes Medical Institute,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Institute of Molecular Biotechnology,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Nuffield Department of Medicine,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Stanford University School of Medicine,Group in VEO-IBD consortium.,,,,FALSE,group,,Sage Bionetworks,
Chess-Walsh-Akbarian,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Gage,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Gleeson,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Moran,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Pevsner,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Sestan,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Vaccarino,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Walsh-Park,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
Weinberger,Group in BSMN consortium.,,,,FALSE,group,,Sage Bionetworks,
group,,"MSSM, Yale, LIBD, UCLA, UIC-UChicago, Duke, UNC, UCSF, USC, GIS, JHU, Emory, Columbia-Broad-Rush, UFL-Mayo-ISB, Myers-NIAGADS, IU-JAX, IU_PTC, Pitt_PTC, Jax_DMP, IU_DMP, UCI_DMP, Columbia-SUNY, Mayo, Lilly, GSK, Harvard-MIT, Hospital for Sick Children, Dr. von Hauner Children’s Hospital, Boston Children’s Hospital, Mount Sinai School of Medicine - Cho, Mount Sinai School of Medicine - Schadt, Cedars Sinai Hospital, Hubrecht Institute, Howard Hughes Medical Institute, Institute of Molecular Biotechnology, Nuffield Department of Medicine, Stanford University School of Medicine, Chess-Walsh-Akbarian, Gage, Gleeson, Moran, Pevsner, Sestan, Vaccarino, Walsh-Park, Weinberger",,,TRUE,sageCommunity,,,
network,,,,,FALSE,,,,
protein-protein interaction,"Temporary, non-covalent binding between protein molecules. Protein-protein interactions occur as a result of intermolecular physical forces and spatial complementation between domains or motifs. This interaction can be either homotypic or heterotypic and effect protein structure, conformation, and function.",,,,FALSE,networkEdgeType,,http://purl.obolibrary.org/obo/NCIT_C18469,
genetic interaction,Two genes A and B `genetically interact` when the phenotype generated as the result of variations in both genes (double variant ab) is unexpectedly not just a combination of the phenotypes of the two single variants a and b.,,,,FALSE,networkEdgeType,,http://purl.obolibrary.org/obo/VariO_0237,
Gene expression correlation,"Analyse the correlation patterns among genes across across a variety of experiments, microarray samples etc.",,,,FALSE,networkEdgeType,,http://edamontology.org/operation_3463,
networkEdgeType,Method used to derive the edge in a network,"protein-protein interaction, genetic interaction, Gene expression correlation",,,TRUE,network,,,
tool,,,,,FALSE,,,,
softwareName,,,,,TRUE,tool,,,
softwareAuthor,,,,,TRUE,tool,,,
softwareVersion,,,,,TRUE,tool,,,
script,,,,,FALSE,softwareType,,,
packageLibrary,,,,,FALSE,softwareType,,,
packageBinary,,,,,FALSE,softwareType,,,
container,A standard unit of software that packages up code and all its dependencies so the application runs quickly and reliably from one computing environment to another.,,,,FALSE,softwareType,,Sage Bionetworks,
